,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
203,26,96,1.0,1.0,1.0,7,68,1.0,1.0,3,2.0,1.0,1.0,2.0,3,0.0,1.0,0.0,1.0,C
204,12,90,1.0,0.0,1.0,6,54,1.0,0.0,1,2.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
205,14,82,1.0,1.0,0.0,8,65,1.0,1.0,1,0.0,1.0,1.0,2.0,3,0.0,1.0,0.0,0.0,D
206,23,81,0.0,1.0,1.0,4,54,1.0,1.0,1,0.0,1.0,0.0,1.0,3,0.0,1.0,0.0,0.0,D
207,23,74,1.0,2.0,1.0,8,88,0.0,1.0,0,1.0,2.0,0.0,0.0,3,1.0,0.0,0.0,0.0,D
208,23,81,1.0,0.0,0.0,4,84,1.0,1.0,2,1.0,1.0,0.0,2.0,5,0.0,0.0,0.0,0.0,D
209,43,86,2.0,1.0,1.0,7,97,1.0,1.0,2,1.0,2.0,0.0,2.0,1,0.0,0.0,0.0,1.0,C
210,23,77,1.0,2.0,1.0,6,69,0.0,1.0,1,1.0,1.0,1.0,2.0,2,0.0,0.0,1.0,1.0,D
211,27,89,1.0,2.0,1.0,6,89,1.0,1.0,3,1.0,1.0,1.0,2.0,3,0.0,0.0,0.0,0.0,C
212,26,94,1.0,2.0,0.0,5,79,2.0,1.0,1,0.0,2.0,0.0,2.0,2,0.0,2.0,0.0,0.0,C
213,24,66,1.0,0.0,0.0,9,82,0.0,1.0,1,1.0,1.0,0.0,1.0,2,1.0,0.0,0.0,1.0,D
214,18,78,2.0,1.0,1.0,5,77,1.0,0.0,2,1.0,1.0,0.0,1.0,4,0.0,0.0,2.0,0.0,D
215,25,76,1.0,1.0,1.0,5,89,2.0,1.0,3,1.0,2.0,0.0,1.0,3,0.0,0.0,2.0,1.0,D
216,15,87,1.0,2.0,1.0,10,52,1.0,1.0,2,0.0,2.0,1.0,2.0,3,0.0,1.0,0.0,0.0,D
217,19,70,1.0,0.0,0.0,7,54,2.0,1.0,0,1.0,1.0,0.0,2.0,2,1.0,0.0,1.0,0.0,B
218,17,86,2.0,0.0,0.0,5,55,0.0,0.0,2,2.0,1.0,1.0,1.0,4,0.0,1.0,0.0,0.0,D
219,20,95,0.0,1.0,1.0,7,64,0.0,0.0,2,1.0,2.0,0.0,1.0,3,0.0,0.0,0.0,1.0,D
220,34,77,1.0,0.0,1.0,7,80,0.0,1.0,0,1.0,1.0,0.0,2.0,3,0.0,0.0,0.0,0.0,D
221,9,96,1.0,1.0,1.0,4,82,2.0,0.0,0,0.0,1.0,0.0,2.0,4,0.0,1.0,0.0,0.0,D
222,24,100,2.0,2.0,1.0,6,86,0.0,1.0,2,1.0,1.0,1.0,2.0,5,0.0,0.0,0.0,0.0,C
223,10,64,1.0,2.0,0.0,7,64,2.0,1.0,0,1.0,1.0,0.0,2.0,4,1.0,0.0,1.0,1.0,D
224,17,69,2.0,1.0,1.0,9,83,1.0,1.0,2,1.0,2.0,1.0,2.0,4,1.0,1.0,1.0,1.0,D
225,27,98,0.0,2.0,1.0,7,56,0.0,1.0,1,2.0,1.0,1.0,2.0,3,0.0,1.0,0.0,1.0,C
226,20,98,1.0,0.0,0.0,7,50,0.0,1.0,1,1.0,2.0,1.0,1.0,2,0.0,0.0,0.0,1.0,D
227,14,64,1.0,1.0,1.0,6,85,1.0,1.0,0,1.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
228,16,61,1.0,1.0,0.0,9,86,0.0,1.0,2,0.0,2.0,0.0,2.0,2,0.0,0.0,0.0,0.0,D
229,24,66,2.0,0.0,1.0,8,81,2.0,1.0,1,1.0,1.0,0.0,1.0,4,0.0,0.0,2.0,0.0,D
230,16,100,2.0,0.0,1.0,8,63,2.0,1.0,2,0.0,1.0,0.0,0.0,3,0.0,0.0,1.0,0.0,D
231,21,67,1.0,1.0,0.0,7,96,0.0,1.0,3,0.0,1.0,0.0,1.0,2,0.0,0.0,2.0,1.0,D
232,20,80,1.0,2.0,0.0,5,94,1.0,1.0,0,0.0,0.0,1.0,2.0,4,1.0,2.0,1.0,1.0,D
233,16,94,2.0,2.0,1.0,9,76,1.0,1.0,0,0.0,2.0,0.0,1.0,2,0.0,0.0,0.0,0.0,C
234,33,61,1.0,1.0,0.0,7,99,2.0,1.0,2,1.0,2.0,0.0,1.0,3,0.0,1.0,0.0,1.0,C
235,24,84,2.0,0.0,0.0,7,65,0.0,1.0,3,1.0,2.0,0.0,2.0,3,0.0,0.0,0.0,1.0,D
236,8,71,2.0,0.0,0.0,8,75,1.0,1.0,0,1.0,2.0,0.0,2.0,3,0.0,0.0,0.0,0.0,D
237,21,94,1.0,1.0,0.0,7,96,0.0,1.0,0,1.0,1.0,1.0,1.0,2,1.0,2.0,1.0,0.0,D
238,16,71,2.0,1.0,1.0,5,73,1.0,1.0,1,1.0,1.0,0.0,1.0,0,1.0,0.0,0.0,0.0,D
239,25,87,1.0,0.0,1.0,7,74,0.0,1.0,0,1.0,2.0,0.0,1.0,4,1.0,0.0,0.0,0.0,D
241,19,69,1.0,1.0,1.0,7,61,2.0,1.0,3,2.0,2.0,0.0,1.0,4,0.0,0.0,1.0,0.0,D
242,23,61,0.0,1.0,0.0,9,58,1.0,1.0,4,1.0,1.0,0.0,1.0,2,0.0,0.0,0.0,0.0,D
243,25,76,1.0,2.0,1.0,4,78,1.0,1.0,2,1.0,1.0,1.0,0.0,3,0.0,0.0,1.0,1.0,D
244,13,72,2.0,2.0,0.0,7,66,1.0,1.0,0,0.0,2.0,0.0,1.0,4,0.0,2.0,0.0,0.0,D
245,18,92,0.0,1.0,1.0,8,54,1.0,1.0,1,1.0,1.0,0.0,2.0,3,0.0,0.0,0.0,0.0,D
246,17,92,0.0,0.0,1.0,8,75,1.0,1.0,2,1.0,2.0,0.0,1.0,3,0.0,2.0,0.0,1.0,D
247,16,78,1.0,2.0,0.0,6,83,1.0,1.0,0,0.0,0.0,0.0,1.0,3,1.0,1.0,0.0,0.0,D
248,31,84,1.0,1.0,0.0,5,87,2.0,1.0,0,1.0,1.0,1.0,2.0,3,0.0,1.0,1.0,0.0,C
249,22,84,1.0,1.0,1.0,6,92,0.0,1.0,0,1.0,1.0,0.0,1.0,5,0.0,0.0,0.0,1.0,D
250,12,93,1.0,1.0,1.0,9,74,0.0,1.0,1,1.0,1.0,0.0,1.0,3,0.0,2.0,1.0,0.0,D
251,26,77,0.0,1.0,0.0,4,70,0.0,1.0,2,2.0,0.0,0.0,1.0,3,1.0,1.0,1.0,1.0,D
252,33,71,0.0,1.0,0.0,5,84,1.0,1.0,1,1.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0,D
253,26,71,2.0,1.0,1.0,6,51,0.0,0.0,1,2.0,1.0,1.0,2.0,3,0.0,2.0,1.0,0.0,D
254,11,81,1.0,1.0,1.0,6,82,2.0,1.0,3,1.0,2.0,0.0,1.0,4,0.0,0.0,0.0,0.0,D
255,17,78,1.0,2.0,1.0,7,70,1.0,0.0,2,0.0,2.0,0.0,2.0,3,0.0,0.0,0.0,0.0,D
256,28,78,2.0,1.0,0.0,9,73,2.0,1.0,2,1.0,1.0,0.0,1.0,4,0.0,1.0,1.0,1.0,C
257,16,64,2.0,0.0,1.0,5,65,1.0,1.0,3,1.0,2.0,1.0,2.0,4,0.0,2.0,1.0,1.0,D
258,23,89,0.0,0.0,1.0,7,56,0.0,1.0,4,1.0,0.0,1.0,2.0,4,0.0,2.0,0.0,1.0,D
259,25,69,1.0,1.0,1.0,7,70,0.0,0.0,1,2.0,2.0,0.0,2.0,4,0.0,0.0,2.0,1.0,D
260,14,68,2.0,1.0,0.0,6,65,1.0,1.0,1,2.0,1.0,0.0,1.0,3,1.0,1.0,0.0,0.0,D
261,20,77,1.0,1.0,0.0,5,98,0.0,1.0,2,0.0,2.0,1.0,1.0,2,0.0,2.0,2.0,1.0,D
262,1,69,2.0,1.0,1.0,6,97,1.0,1.0,1,0.0,1.0,0.0,2.0,3,0.0,0.0,0.0,1.0,D
263,14,83,1.0,0.0,1.0,6,82,1.0,1.0,0,1.0,1.0,0.0,2.0,2,0.0,0.0,0.0,1.0,D
264,18,75,0.0,2.0,1.0,8,95,1.0,1.0,1,0.0,0.0,0.0,1.0,2,0.0,1.0,0.0,1.0,D
265,13,78,1.0,2.0,1.0,8,88,2.0,1.0,0,2.0,0.0,0.0,1.0,3,0.0,1.0,0.0,0.0,D
266,30,81,1.0,0.0,1.0,5,67,1.0,1.0,1,2.0,2.0,0.0,0.0,1,0.0,0.0,0.0,0.0,D
267,11,68,1.0,1.0,0.0,6,80,1.0,1.0,2,1.0,1.0,0.0,2.0,3,0.0,1.0,1.0,1.0,D
268,17,66,0.0,2.0,0.0,6,61,1.0,1.0,1,2.0,1.0,0.0,2.0,6,0.0,2.0,0.0,0.0,D
269,21,95,0.0,0.0,0.0,10,84,0.0,1.0,0,2.0,1.0,0.0,1.0,4,1.0,0.0,0.0,0.0,D
270,29,77,2.0,2.0,1.0,7,52,1.0,1.0,2,2.0,1.0,0.0,0.0,3,1.0,0.0,0.0,1.0,D
271,11,76,0.0,1.0,1.0,5,92,1.0,1.0,4,1.0,0.0,0.0,0.0,2,0.0,2.0,0.0,0.0,D
272,27,61,1.0,1.0,0.0,6,79,1.0,1.0,1,0.0,1.0,0.0,2.0,3,0.0,0.0,1.0,0.0,D
273,20,80,2.0,0.0,1.0,6,53,1.0,1.0,0,0.0,1.0,0.0,1.0,2,0.0,1.0,1.0,0.0,D
274,14,82,1.0,2.0,1.0,8,94,0.0,1.0,2,0.0,2.0,0.0,0.0,5,0.0,1.0,2.0,1.0,D
276,21,88,1.0,2.0,0.0,7,93,1.0,1.0,4,0.0,1.0,0.0,2.0,3,0.0,0.0,0.0,1.0,C
277,16,67,1.0,2.0,0.0,7,89,2.0,1.0,3,0.0,1.0,0.0,2.0,3,0.0,1.0,0.0,0.0,D
278,20,70,1.0,1.0,1.0,7,84,0.0,0.0,2,1.0,2.0,1.0,1.0,4,0.0,1.0,2.0,0.0,D
279,18,92,2.0,1.0,1.0,7,70,1.0,1.0,1,0.0,1.0,0.0,1.0,3,0.0,0.0,1.0,0.0,D
280,21,98,1.0,0.0,0.0,4,57,1.0,1.0,2,2.0,0.0,0.0,1.0,2,0.0,0.0,0.0,1.0,D
281,24,65,1.0,0.0,0.0,7,64,0.0,1.0,1,2.0,1.0,0.0,1.0,1,0.0,2.0,0.0,0.0,D
282,30,80,0.0,2.0,0.0,6,67,1.0,1.0,3,1.0,1.0,0.0,0.0,4,0.0,1.0,1.0,1.0,D
283,13,69,1.0,0.0,1.0,5,68,0.0,1.0,0,2.0,1.0,0.0,2.0,1,1.0,0.0,1.0,1.0,E
284,33,62,2.0,1.0,1.0,10,78,1.0,1.0,0,1.0,1.0,1.0,2.0,3,0.0,0.0,1.0,1.0,D
285,8,73,1.0,1.0,0.0,7,60,1.0,0.0,0,2.0,1.0,1.0,1.0,3,0.0,0.0,0.0,1.0,D
286,19,66,1.0,2.0,0.0,7,59,1.0,1.0,1,2.0,1.0,0.0,0.0,3,0.0,0.0,2.0,0.0,D
287,24,88,0.0,1.0,1.0,6,86,0.0,1.0,0,0.0,0.0,0.0,0.0,3,0.0,1.0,0.0,0.0,D
288,22,81,0.0,2.0,1.0,8,50,2.0,1.0,4,1.0,1.0,1.0,2.0,5,0.0,0.0,2.0,1.0,D
289,16,66,1.0,2.0,1.0,5,57,2.0,1.0,3,1.0,1.0,0.0,2.0,3,0.0,0.0,1.0,1.0,D
290,19,60,1.0,2.0,1.0,7,72,2.0,1.0,3,0.0,2.0,0.0,2.0,3,0.0,0.0,1.0,1.0,D
291,17,92,0.0,0.0,1.0,6,57,1.0,1.0,2,1.0,1.0,1.0,2.0,2,1.0,0.0,1.0,1.0,D
292,16,67,2.0,1.0,0.0,8,98,1.0,1.0,0,0.0,0.0,0.0,1.0,3,0.0,0.0,0.0,1.0,D
293,25,84,1.0,0.0,1.0,6,84,0.0,1.0,2,1.0,2.0,0.0,2.0,3,0.0,0.0,0.0,0.0,C
294,22,73,0.0,1.0,1.0,9,72,0.0,1.0,3,1.0,1.0,0.0,2.0,3,0.0,0.0,0.0,1.0,D
295,16,83,1.0,2.0,1.0,7,56,0.0,1.0,4,2.0,1.0,0.0,2.0,3,0.0,0.0,0.0,1.0,D
296,25,73,0.0,0.0,0.0,8,69,1.0,1.0,3,1.0,1.0,1.0,2.0,3,0.0,0.0,0.0,1.0,D
297,22,63,0.0,0.0,0.0,8,83,1.0,1.0,3,1.0,1.0,1.0,0.0,1,0.0,1.0,0.0,0.0,D
298,25,69,2.0,1.0,1.0,9,98,1.0,1.0,1,0.0,1.0,0.0,0.0,3,1.0,1.0,1.0,1.0,D
299,24,68,1.0,1.0,1.0,6,74,1.0,1.0,1,1.0,1.0,0.0,1.0,3,0.0,0.0,0.0,1.0,D
300,15,77,1.0,1.0,1.0,8,85,2.0,1.0,1,0.0,1.0,0.0,2.0,2,0.0,2.0,1.0,0.0,D
301,17,86,2.0,0.0,1.0,4,60,2.0,1.0,2,2.0,0.0,1.0,2.0,3,1.0,1.0,1.0,1.0,D
302,24,71,1.0,1.0,1.0,7,81,1.0,1.0,0,0.0,1.0,1.0,2.0,3,0.0,0.0,0.0,0.0,D
303,24,60,0.0,1.0,0.0,6,62,2.0,1.0,4,0.0,2.0,0.0,0.0,3,0.0,0.0,0.0,1.0,D
304,20,81,1.0,1.0,1.0,5,60,0.0,1.0,3,1.0,1.0,0.0,2.0,4,1.0,0.0,0.0,0.0,D
305,21,84,1.0,1.0,0.0,6,75,0.0,0.0,1,2.0,1.0,0.0,2.0,3,0.0,1.0,1.0,0.0,D
306,28,99,1.0,1.0,1.0,6,61,1.0,0.0,1,0.0,1.0,0.0,2.0,3,0.0,0.0,0.0,0.0,C
307,16,84,1.0,2.0,1.0,7,86,1.0,1.0,1,0.0,1.0,1.0,1.0,2,0.0,0.0,0.0,1.0,D
308,23,79,1.0,2.0,1.0,6,97,1.0,1.0,1,2.0,0.0,0.0,1.0,4,0.0,0.0,1.0,0.0,D
309,19,83,1.0,1.0,1.0,7,70,1.0,1.0,2,0.0,1.0,0.0,0.0,4,1.0,2.0,0.0,1.0,D
310,19,97,2.0,1.0,1.0,6,66,2.0,1.0,2,1.0,1.0,1.0,2.0,2,0.0,1.0,1.0,1.0,C
311,27,93,2.0,0.0,0.0,6,59,2.0,1.0,2,0.0,1.0,1.0,0.0,4,0.0,0.0,0.0,1.0,C
312,25,73,1.0,2.0,1.0,7,70,0.0,1.0,0,0.0,1.0,1.0,1.0,4,0.0,2.0,1.0,0.0,D
313,25,69,0.0,2.0,1.0,7,78,1.0,1.0,0,0.0,2.0,0.0,0.0,3,0.0,0.0,2.0,1.0,D
314,28,71,1.0,1.0,0.0,8,69,2.0,1.0,1,1.0,2.0,1.0,1.0,1,0.0,1.0,1.0,1.0,D
315,20,80,0.0,2.0,0.0,8,81,1.0,1.0,3,1.0,1.0,1.0,0.0,4,0.0,2.0,0.0,0.0,D
317,18,80,1.0,1.0,0.0,8,55,0.0,1.0,2,0.0,0.0,0.0,1.0,3,0.0,0.0,1.0,0.0,D
318,22,63,1.0,2.0,1.0,7,85,1.0,1.0,4,2.0,2.0,0.0,0.0,3,0.0,1.0,0.0,1.0,D
319,19,89,2.0,1.0,1.0,7,95,1.0,1.0,0,1.0,1.0,0.0,2.0,3,0.0,0.0,0.0,0.0,C
320,21,92,1.0,0.0,1.0,8,51,0.0,1.0,0,1.0,1.0,0.0,1.0,2,0.0,1.0,1.0,0.0,D
321,24,72,2.0,2.0,0.0,6,78,2.0,1.0,0,0.0,2.0,0.0,0.0,6,0.0,0.0,0.0,1.0,D
322,15,87,2.0,0.0,1.0,4,80,2.0,1.0,0,0.0,1.0,1.0,2.0,3,0.0,1.0,0.0,0.0,D
323,33,77,0.0,2.0,1.0,5,85,1.0,1.0,0,0.0,1.0,1.0,1.0,5,0.0,0.0,2.0,1.0,D
324,14,96,1.0,0.0,1.0,9,69,2.0,1.0,0,1.0,1.0,1.0,0.0,3,1.0,1.0,0.0,1.0,D
325,13,94,1.0,1.0,1.0,7,91,0.0,1.0,3,0.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
326,27,81,1.0,1.0,1.0,7,77,1.0,1.0,2,1.0,0.0,0.0,1.0,2,1.0,2.0,1.0,1.0,D
327,25,88,1.0,1.0,1.0,7,70,0.0,1.0,1,1.0,1.0,1.0,2.0,3,0.0,2.0,1.0,0.0,C
328,24,95,1.0,2.0,1.0,8,86,2.0,1.0,1,1.0,2.0,1.0,1.0,3,0.0,1.0,0.0,0.0,C
329,24,80,1.0,2.0,1.0,7,96,2.0,1.0,0,0.0,2.0,0.0,2.0,0,0.0,1.0,1.0,1.0,C
330,20,73,1.0,1.0,1.0,7,91,0.0,1.0,1,1.0,2.0,0.0,1.0,2,0.0,2.0,1.0,0.0,D
331,15,90,2.0,1.0,1.0,8,97,1.0,1.0,1,0.0,2.0,1.0,0.0,3,0.0,1.0,0.0,1.0,D
332,20,69,1.0,2.0,0.0,6,63,0.0,1.0,0,0.0,1.0,0.0,0.0,3,0.0,2.0,0.0,0.0,D
333,16,76,0.0,2.0,1.0,8,56,1.0,0.0,1,0.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0,D
334,26,95,0.0,2.0,0.0,7,77,1.0,1.0,0,1.0,1.0,0.0,1.0,3,0.0,0.0,1.0,1.0,C
335,19,89,2.0,1.0,1.0,7,52,1.0,1.0,2,1.0,1.0,0.0,0.0,4,0.0,0.0,1.0,0.0,D
336,15,76,1.0,1.0,1.0,6,84,0.0,1.0,0,1.0,2.0,0.0,1.0,3,0.0,1.0,0.0,1.0,D
337,18,69,2.0,2.0,0.0,7,62,0.0,1.0,3,1.0,1.0,0.0,2.0,3,0.0,0.0,1.0,0.0,D
338,22,74,2.0,2.0,1.0,6,73,0.0,1.0,3,2.0,2.0,0.0,2.0,4,0.0,2.0,1.0,1.0,C
339,17,71,2.0,1.0,1.0,9,83,0.0,1.0,2,1.0,1.0,0.0,1.0,5,0.0,0.0,0.0,0.0,D
340,15,67,1.0,1.0,0.0,4,74,1.0,1.0,0,0.0,1.0,0.0,0.0,3,0.0,1.0,1.0,0.0,D
341,21,90,0.0,1.0,1.0,8,62,0.0,1.0,2,1.0,2.0,0.0,0.0,5,1.0,0.0,0.0,0.0,D
342,21,70,0.0,2.0,1.0,4,94,1.0,1.0,0,0.0,2.0,1.0,1.0,2,0.0,1.0,2.0,0.0,D
343,17,78,1.0,2.0,0.0,8,88,1.0,1.0,0,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,1.0,D
344,17,75,1.0,2.0,1.0,6,80,1.0,0.0,1,0.0,1.0,1.0,2.0,5,0.0,0.0,1.0,0.0,D
345,21,99,1.0,1.0,0.0,8,85,2.0,1.0,4,1.0,1.0,0.0,2.0,4,0.0,0.0,1.0,0.0,C
346,11,76,1.0,1.0,1.0,7,71,1.0,0.0,1,1.0,0.0,0.0,1.0,2,0.0,1.0,0.0,0.0,D
347,12,63,1.0,2.0,1.0,5,69,0.0,1.0,0,1.0,2.0,0.0,0.0,2,0.0,1.0,1.0,1.0,D
348,16,64,0.0,1.0,1.0,9,58,0.0,1.0,1,1.0,1.0,0.0,2.0,3,0.0,1.0,1.0,1.0,D
349,19,84,0.0,1.0,1.0,8,90,2.0,1.0,2,0.0,1.0,1.0,1.0,3,0.0,2.0,2.0,0.0,D
350,22,84,2.0,1.0,0.0,8,69,1.0,0.0,3,1.0,2.0,1.0,1.0,4,0.0,1.0,0.0,0.0,C
351,29,77,0.0,2.0,0.0,6,85,1.0,1.0,1,1.0,1.0,0.0,2.0,1,0.0,1.0,0.0,0.0,D
352,25,77,1.0,0.0,1.0,8,65,2.0,0.0,0,1.0,1.0,0.0,2.0,5,0.0,1.0,2.0,1.0,D
353,19,62,1.0,1.0,0.0,5,90,0.0,1.0,2,0.0,2.0,0.0,2.0,3,0.0,1.0,1.0,0.0,D
354,20,81,2.0,1.0,1.0,4,55,1.0,1.0,1,2.0,1.0,1.0,2.0,2,0.0,2.0,1.0,0.0,D
355,14,80,2.0,1.0,1.0,5,81,1.0,1.0,1,0.0,1.0,0.0,2.0,4,0.0,2.0,2.0,1.0,D
356,20,66,1.0,1.0,0.0,6,90,2.0,1.0,0,1.0,1.0,0.0,1.0,1,0.0,1.0,0.0,1.0,D
357,18,64,1.0,1.0,1.0,6,83,2.0,1.0,2,0.0,1.0,0.0,2.0,2,0.0,1.0,0.0,0.0,D
358,22,65,0.0,2.0,1.0,6,85,1.0,1.0,2,2.0,1.0,0.0,2.0,3,1.0,2.0,0.0,1.0,D
360,23,84,2.0,1.0,1.0,6,78,0.0,1.0,2,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,1.0,D
361,29,68,1.0,2.0,1.0,4,53,1.0,1.0,1,1.0,1.0,1.0,0.0,4,0.0,0.0,2.0,0.0,D
362,19,70,1.0,1.0,0.0,7,63,0.0,0.0,3,0.0,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,D
363,22,67,0.0,1.0,0.0,7,86,0.0,1.0,1,0.0,1.0,0.0,2.0,3,0.0,0.0,1.0,1.0,D
364,24,98,2.0,1.0,1.0,6,97,1.0,1.0,1,1.0,1.0,0.0,2.0,4,0.0,1.0,2.0,0.0,C
365,18,94,1.0,2.0,1.0,9,77,0.0,1.0,1,1.0,2.0,0.0,2.0,2,0.0,1.0,1.0,0.0,C
366,21,69,2.0,2.0,1.0,7,86,1.0,1.0,2,0.0,1.0,1.0,1.0,3,0.0,0.0,0.0,0.0,D
367,20,73,1.0,1.0,1.0,7,84,1.0,1.0,0,1.0,1.0,0.0,1.0,4,0.0,2.0,1.0,1.0,D
368,21,68,1.0,0.0,0.0,8,100,0.0,1.0,0,1.0,1.0,0.0,2.0,4,0.0,0.0,2.0,0.0,D
369,15,80,0.0,2.0,0.0,5,90,1.0,1.0,4,0.0,1.0,0.0,2.0,3,0.0,1.0,2.0,1.0,D
370,20,61,1.0,1.0,0.0,7,81,1.0,1.0,1,1.0,0.0,0.0,1.0,3,0.0,0.0,1.0,0.0,D
371,23,87,2.0,2.0,0.0,8,56,1.0,1.0,1,1.0,2.0,0.0,2.0,3,0.0,2.0,1.0,0.0,C
372,29,81,2.0,1.0,0.0,7,68,1.0,1.0,2,1.0,1.0,0.0,1.0,4,0.0,2.0,0.0,0.0,C
373,26,96,1.0,1.0,1.0,5,63,1.0,0.0,1,2.0,1.0,1.0,2.0,2,0.0,2.0,0.0,0.0,C
374,33,67,1.0,1.0,1.0,6,93,2.0,1.0,0,0.0,2.0,0.0,1.0,3,0.0,0.0,2.0,1.0,D
375,15,92,1.0,0.0,1.0,7,72,0.0,1.0,1,1.0,1.0,0.0,0.0,5,0.0,0.0,0.0,1.0,D
376,25,92,1.0,1.0,0.0,4,77,1.0,1.0,0,0.0,1.0,0.0,2.0,3,0.0,0.0,0.0,0.0,C
377,21,65,1.0,0.0,1.0,5,98,2.0,0.0,2,0.0,1.0,1.0,2.0,4,0.0,2.0,0.0,0.0,D
378,33,76,1.0,1.0,1.0,10,92,0.0,1.0,1,2.0,1.0,1.0,2.0,3,0.0,2.0,0.0,1.0,C
379,15,67,2.0,1.0,1.0,8,89,0.0,1.0,0,2.0,2.0,0.0,1.0,4,0.0,0.0,1.0,1.0,D
381,16,71,1.0,1.0,0.0,8,51,1.0,1.0,0,0.0,1.0,0.0,0.0,2,0.0,2.0,2.0,1.0,D
382,7,82,2.0,2.0,1.0,8,56,1.0,1.0,0,0.0,1.0,1.0,0.0,2,0.0,0.0,2.0,0.0,D
383,17,76,1.0,2.0,0.0,7,87,2.0,1.0,1,1.0,2.0,0.0,2.0,4,0.0,0.0,0.0,1.0,D
384,15,98,0.0,1.0,1.0,8,71,0.0,1.0,1,1.0,1.0,0.0,2.0,3,0.0,0.0,0.0,0.0,D
385,21,65,0.0,1.0,0.0,9,56,2.0,1.0,1,1.0,1.0,0.0,2.0,5,0.0,0.0,1.0,0.0,D
386,22,99,1.0,0.0,1.0,8,87,0.0,1.0,1,1.0,1.0,1.0,1.0,4,0.0,0.0,1.0,1.0,C
387,31,69,2.0,0.0,1.0,7,60,1.0,1.0,1,0.0,1.0,0.0,1.0,3,0.0,2.0,0.0,1.0,D
388,26,91,2.0,1.0,1.0,7,79,1.0,1.0,1,0.0,1.0,1.0,1.0,5,0.0,0.0,0.0,1.0,C
389,17,74,1.0,1.0,1.0,8,87,1.0,1.0,4,0.0,0.0,0.0,2.0,3,0.0,1.0,0.0,0.0,D
390,15,66,0.0,2.0,0.0,6,80,1.0,0.0,1,0.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,D
391,23,94,0.0,1.0,0.0,8,100,1.0,0.0,0,0.0,1.0,0.0,1.0,3,0.0,2.0,0.0,0.0,D
392,12,72,1.0,0.0,1.0,6,72,2.0,1.0,2,0.0,2.0,1.0,0.0,2,0.0,0.0,1.0,1.0,D
393,31,86,2.0,2.0,1.0,6,66,1.0,1.0,3,1.0,1.0,0.0,2.0,3,0.0,1.0,1.0,0.0,C
394,27,83,2.0,0.0,0.0,5,60,1.0,1.0,0,2.0,0.0,0.0,1.0,2,0.0,1.0,1.0,1.0,D
395,17,79,1.0,0.0,1.0,6,75,0.0,1.0,1,1.0,2.0,0.0,1.0,4,0.0,0.0,0.0,0.0,D
397,28,89,1.0,2.0,1.0,10,97,2.0,1.0,3,1.0,0.0,0.0,0.0,6,0.0,0.0,0.0,1.0,C
398,19,64,0.0,1.0,0.0,6,99,1.0,1.0,1,1.0,1.0,0.0,2.0,3,0.0,1.0,0.0,0.0,D
399,27,87,1.0,1.0,0.0,8,77,1.0,1.0,1,0.0,2.0,0.0,1.0,4,0.0,0.0,1.0,0.0,C
400,10,96,2.0,2.0,0.0,6,80,1.0,0.0,0,1.0,1.0,0.0,1.0,4,0.0,0.0,1.0,1.0,D
401,16,62,1.0,1.0,1.0,7,79,0.0,1.0,2,1.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
403,20,89,1.0,1.0,1.0,4,58,1.0,1.0,1,1.0,1.0,0.0,2.0,3,0.0,0.0,2.0,1.0,D
404,17,77,0.0,2.0,1.0,5,53,1.0,1.0,2,2.0,1.0,0.0,1.0,3,0.0,1.0,0.0,0.0,B
405,24,76,0.0,2.0,0.0,6,72,2.0,1.0,3,1.0,2.0,0.0,1.0,3,1.0,0.0,1.0,1.0,D
406,14,65,2.0,1.0,0.0,5,59,0.0,1.0,1,2.0,1.0,0.0,2.0,4,0.0,2.0,2.0,0.0,D
407,19,80,1.0,1.0,0.0,7,94,1.0,1.0,0,1.0,0.0,0.0,1.0,3,0.0,1.0,1.0,1.0,D
409,23,79,1.0,1.0,0.0,5,81,1.0,1.0,1,1.0,1.0,1.0,1.0,3,0.0,0.0,0.0,1.0,D
410,24,91,1.0,1.0,0.0,7,52,0.0,1.0,0,2.0,2.0,0.0,1.0,4,0.0,1.0,0.0,0.0,D
411,13,70,2.0,2.0,0.0,6,81,1.0,1.0,2,1.0,0.0,0.0,2.0,2,0.0,2.0,0.0,0.0,D
412,11,79,1.0,1.0,1.0,7,81,1.0,1.0,1,2.0,1.0,0.0,1.0,2,0.0,0.0,1.0,0.0,D
413,28,100,2.0,0.0,1.0,6,72,1.0,1.0,1,0.0,1.0,0.0,0.0,2,0.0,2.0,0.0,1.0,C
